run-id,region,crop,planting,nitrogen,gcm,scenario,ensmem,incl_historical,start_date,end_date,elevation,slope,latitude,fertilization,NitrogenResponseOn,irrigation,WaterDeficitResponseOn,EmergenceMoistureControlOn,EmergenceFloodingControlOn,LeafExtensionModifier,CO2,O3,FieldConditionModifier,StageTemperatureSum,use_vernalisation_fix,dem_asc_grid,slope_asc_grid,sim.json,crop.json,site.json,comment
11,nigeria,Re_calibrated,early,high,GFDL-ESM4,ssp126,r1i1p1f1,TRUE,01/01/2010,31/12/2020,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,0.5|0.5|0.5|0|0.5|0.5|0,,TRUE,elevation_0.009_4326_wgs84_nigeria.asc,slope_0.009_4326_wgs84_nigeria.asc,sim.json,crop.json,site.json,
12,nigeria,Re_calibrated,early,high,IPSL-CM6A-LR,ssp126,r1i1p1f1,TRUE,01/01/2010,31/12/2020,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,0.5|0.5|0.5|0|0.5|0.5|0,,TRUE,elevation_0.009_4326_wgs84_nigeria.asc,slope_0.009_4326_wgs84_nigeria.asc,sim.json,crop.json,site.json,
13,nigeria,Re_calibrated,early,high,MPI-ESM1-2-HR,ssp126,r1i1p1f1,TRUE,01/01/2010,31/12/2020,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,0.5|0.5|0.5|0|0.5|0.5|0,,TRUE,elevation_0.009_4326_wgs84_nigeria.asc,slope_0.009_4326_wgs84_nigeria.asc,sim.json,crop.json,site.json,
14,nigeria,Re_calibrated,early,high,MRI-ESM2-0,ssp126,r1i1p1f1,TRUE,01/01/2010,31/12/2020,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,0.5|0.5|0.5|0|0.5|0.5|0,,TRUE,elevation_0.009_4326_wgs84_nigeria.asc,slope_0.009_4326_wgs84_nigeria.asc,sim.json,crop.json,site.json,
15,nigeria,Re_calibrated,early,high,UKESM1-0-LL,ssp126,r1i1p1f2,TRUE,01/01/2010,31/12/2020,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,0.5|0.5|0.5|0|0.5|0.5|0,,TRUE,elevation_0.009_4326_wgs84_nigeria.asc,slope_0.009_4326_wgs84_nigeria.asc,sim.json,crop.json,site.json,
11,nigeria,Re_calibrated,late,high,GFDL-ESM4,ssp126,r1i1p1f1,TRUE,01/01/2010,31/12/2020,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,0.5|0.5|0.5|0|0.5|0.5|0,,TRUE,elevation_0.009_4326_wgs84_nigeria.asc,slope_0.009_4326_wgs84_nigeria.asc,sim.json,crop.json,site.json,
12,nigeria,Re_calibrated,late,high,IPSL-CM6A-LR,ssp126,r1i1p1f1,TRUE,01/01/2010,31/12/2020,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,0.5|0.5|0.5|0|0.5|0.5|0,,TRUE,elevation_0.009_4326_wgs84_nigeria.asc,slope_0.009_4326_wgs84_nigeria.asc,sim.json,crop.json,site.json,
13,nigeria,Re_calibrated,late,high,MPI-ESM1-2-HR,ssp126,r1i1p1f1,TRUE,01/01/2010,31/12/2020,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,0.5|0.5|0.5|0|0.5|0.5|0,,TRUE,elevation_0.009_4326_wgs84_nigeria.asc,slope_0.009_4326_wgs84_nigeria.asc,sim.json,crop.json,site.json,
14,nigeria,Re_calibrated,late,high,MRI-ESM2-0,ssp126,r1i1p1f1,TRUE,01/01/2010,31/12/2020,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,0.5|0.5|0.5|0|0.5|0.5|0,,TRUE,elevation_0.009_4326_wgs84_nigeria.asc,slope_0.009_4326_wgs84_nigeria.asc,sim.json,crop.json,site.json,
15,nigeria,Re_calibrated,late,high,UKESM1-0-LL,ssp126,r1i1p1f2,TRUE,01/01/2010,31/12/2020,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,0.5|0.5|0.5|0|0.5|0.5|0,,TRUE,elevation_0.009_4326_wgs84_nigeria.asc,slope_0.009_4326_wgs84_nigeria.asc,sim.json,crop.json,site.json,
